regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,11.577051710830975,2,16,8,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Basilicata,6.870229007633588,0,9,1,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Calabria,6.445437141033823,0,12,2,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Campania,17.58868648130393,7,18,14,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Emilia-Romagna,10.800823523201183,6,66,19,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Friuli Venezia Giulia,11.593740019163207,1,6,3,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Lazio,8.883455582722087,7,71,22,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Liguria,16.71623102206918,5,88,25,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Lombardia,19.065432547401723,22,335,73,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Marche,15.71205007824726,8,13,6,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Molise,12.710566615620214,0,-1,5,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
P.A. Bolzano,17.65085511455308,0,4,4,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
P.A. Trento,12.761780104712042,0,3,1,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Piemonte,18.536115569823433,15,136,28,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Puglia,12.135690396559962,3,4,10,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Sardegna,9.780318988865483,-1,26,13,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Sicilia,11.744386873920552,5,67,18,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Toscana,15.702274975272008,10,39,25,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Umbria,11.563322959061528,1,17,5,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Valle d'Aosta,25.742574257425744,0,19,2,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
Veneto,14.886570624275542,6,24,13,14.710541674772797,4.619047619047619,46.285714285714285,14.142857142857142
