regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.1668611435239207,3.0303030303030303,0,8,2,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Basilicata,0.5763688760806917,0.60790273556231,1,0,2,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Calabria,7.679870654810024,9.834368530020704,0,5,3,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Campania,3.579676674364896,8.874045801526718,-1,8,9,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Emilia-Romagna,4.48754828634832,10.84048712317828,1,9,7,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Friuli Venezia Giulia,2.555480833893746,2.827763496143959,2,3,2,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Lazio,1.6608029801324504,4.116440112849449,-2,37,4,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Liguria,2.2530329289428077,4.068857589984351,1,0,2,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Lombardia,1.4702793530770846,2.0944741532976825,3,9,1,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Marche,6.3535911602209945,7.001522070015221,1,-2,0,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Molise,2.4539877300613497,2.4539877300613497,0,1,0,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
P.A. Bolzano,1.0922330097087378,5.056179775280899,0,3,0,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
P.A. Trento,1.2149532710280373,5.161290322580645,0,1,0,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Piemonte,0.7947530864197531,3.074433656957929,0,10,2,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Puglia,1.583232810615199,4.390451832907076,-1,10,3,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Sardegna,7.102164830991264,10.113574905354245,6,-10,3,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Sicilia,14.231077114649114,22.831050228310502,8,25,9,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Toscana,5.204905773257553,6.5225856697819315,1,5,3,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Umbria,1.9047619047619047,5.363984674329502,-1,0,1,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Valle d'Aosta,0.0,0.0,0,0,0,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
Veneto,2.9743589743589745,7.06386820130896,4,9,0,3.876943252916587,8.291887160307166,1.0952380952380953,6.238095238095238,2.5238095238095237
