regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,17.953020134228186,0,6,11,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Basilicata,15.191387559808613,1,-15,6,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Calabria,17.17755928282244,4,16,6,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Campania,16.24452409398646,-2,-34,37,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Emilia-Romagna,17.636061487328625,1,108,23,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Friuli Venezia Giulia,13.368513632365875,4,6,18,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Lazio,12.218894360119803,4,-60,34,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Liguria,16.55328798185941,-4,-12,15,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Lombardia,22.88628929422853,18,120,99,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Marche,17.40740740740741,1,16,8,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Molise,13.490364025695932,0,-4,4,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
P.A. Bolzano,25.806451612903224,0,8,7,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
P.A. Trento,9.526315789473685,-1,16,15,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Piemonte,21.858885674757893,6,153,71,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Puglia,23.593220338983052,2,34,36,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Sardegna,17.48936170212766,3,0,6,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Sicilia,17.92418108207582,7,25,36,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Toscana,15.669478972113094,10,43,36,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Umbria,37.48344370860927,1,9,9,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Valle d'Aosta,16.808149405772497,4,3,5,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
Veneto,21.011007801645828,11,51,22,17.91789759142687,3.3333333333333335,23.285714285714285,24.0
