regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,11.624072547403133,15.502686108979278,0,-3,7,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Basilicata,17.020322773460848,13.636363636363637,1,2,3,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Calabria,15.28481654165822,13.13246162592382,-4,-20,18,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Campania,14.29202757645395,11.305139779836857,-1,0,35,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Emilia-Romagna,19.391948352239556,35.07049727107338,-2,1,30,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Friuli Venezia Giulia,14.30121757543674,12.903225806451612,-2,9,7,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Lazio,13.044687557945485,34.82935726971632,4,38,28,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Liguria,15.753771388073302,26.359589703890073,0,1,11,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Lombardia,12.127707966111332,18.418574685300822,-2,-100,77,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Marche,32.91909042834479,20.909610983981693,0,3,10,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Molise,17.818181818181817,5.36,0,2,2,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
P.A. Bolzano,15.498230329430983,28.011753183153772,-2,7,4,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
P.A. Trento,13.966185276505811,17.037037037037038,0,-13,1,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Piemonte,11.604726872991714,20.663625051845706,-5,-1,14,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Puglia,11.359363702096891,19.21411702965101,-1,33,13,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Sardegna,5.4529067147363675,22.896955100636504,2,36,4,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Sicilia,15.549374739931233,13.437057991513438,-5,6,47,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Toscana,15.453491273650682,24.495130702203998,-3,-19,31,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Umbria,12.388814231778332,22.573099415204677,-2,8,4,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Valle d'Aosta,13.893376413570275,-22.388059701492537,-1,-2,1,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
Veneto,11.995991168951894,28.93372349709944,8,-45,31,13.68778108377533,22.28105465792832,-0.7142857142857143,-2.7142857142857144,18.0
