regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,6.747983474326185,9.530463946338736,0,-10,7,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Basilicata,4.277566539923955,4.403131115459883,2,-3,3,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Calabria,10.111910471622702,10.54606085869112,-1,1,3,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Campania,8.17107093184979,8.657658386600858,-3,-49,21,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Emilia-Romagna,5.650443046102478,9.07392026578073,0,-70,64,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Friuli Venezia Giulia,5.904802289833563,5.764999266539533,0,-14,18,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Lazio,4.239146323636895,8.638930872643385,0,-20,48,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Liguria,4.643494985574941,7.827698008337193,-3,3,25,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Lombardia,5.5627122613889215,7.1761416589002796,8,-47,77,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Marche,7.7615062761506275,11.944623309723116,3,-11,13,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Molise,9.622411693057247,9.622411693057247,-1,5,2,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
P.A. Bolzano,7.828048295077617,12.549485352335708,0,3,3,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
P.A. Trento,8.604260089686099,3.225806451612903,0,-4,1,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Piemonte,4.132918873954731,10.200250312891114,-1,-31,38,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Puglia,12.182336182336183,13.86831829810152,-5,7,24,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Sardegna,4.695779280102321,7.6923076923076925,-3,-12,7,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Sicilia,3.707631279211343,9.912842591620288,-4,-32,37,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Toscana,3.4941176470588236,5.90347028320702,0,-13,26,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Umbria,4.842440011564036,8.5068562722194,-1,11,7,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Valle d'Aosta,5.47945205479452,6.451612903225806,0,-5,0,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
Veneto,2.413032827045566,7.03412512546002,-9,-90,53,5.050790697674419,8.446206364937781,-0.8571428571428571,-18.142857142857142,22.714285714285715
