Data,PositiviSuTotaleTamponiInItalia,PositiviSuTotaleTamponiInVeneto
29-05-2021,1.3548700117252257,0.6387096774193548
30-05-2021,1.792759658348278,0.9483467155592084
31-05-2021,2.0925072145509733,0.9237875288683602
01-06-2021,1.1193861634312816,0.4090295195832529
02-06-2021,1.2803174939895348,0.4696977830264641
03-06-2021,2.015711900689316,0.6343133306484092
04-06-2021,1.1573330195212252,0.4213091922005571
05-06-2021,1.0208186663984713,0.4644184052586453
06-06-2021,1.5170914522733032,0.4564646810453041
07-06-2021,1.5053153121193847,0.822867042009528
08-06-2021,0.8582408777957332,0.4564286215855628
09-06-2021,1.005312291417129,0.4313148255913463
10-06-2021,1.1051456517116731,0.2656122664573964
11-06-2021,0.8735811773356004,0.2853225627153815
12-06-2021,0.8090493318182245,0.2894918769443484
13-06-2021,1.036261704538677,0.5401042960019866
14-06-2021,1.1491485911210215,0.2946193208249341
15-06-2021,0.5900107189198338,0.2310406194386337
16-06-2021,0.6890679371766918,0.329282634261074
17-06-2021,0.6614582033297557,0.2523476606130807
18-06-2021,0.530954607315786,0.2407865694602367
19-06-2021,0.4788229835032082,0.1687125487230205
20-06-2021,0.5852965015080852,0.1506460397473781
21-06-2021,0.6054897739504844,0.1527300496372661
22-06-2021,0.4329071660393401,0.4276359748763865
23-06-2021,0.4802278431154718,0.2103184822731565
24-06-2021,0.4925846613281188,0.132787009636543
25-06-2021,0.3910855350289029,0.1616478847219656
26-06-2021,0.3732855812876125,0.1454935293667202
27-06-2021,0.5683841753705037,0.2669812492238917
28-06-2021,0.5127799528084259,0.4396570674873598
29-06-2021,0.3561780365620164,0.1720001810528221
30-06-2021,0.4194231850218359,0.2252740111770567
01-07-2021,0.4679690567399217,0.2355157795572303
02-07-2021,0.398518354932292,0.234886883421931
03-07-2021,0.4085443634466766,0.1870801326568213
04-07-2021,0.5704603219429539,0.2735766272647499
05-07-2021,0.6430092834465297,0.881316098707403
06-07-2021,0.4713549245416372,0.3852875754687003
07-07-2021,0.5674890575748551,0.2734668763246052
08-07-2021,0.7972456706242994,0.7075023741690408
09-07-2021,0.7058632351895674,0.3660094609992749
10-07-2021,0.6717237871787121,0.512402088772846
11-07-2021,0.9704741439455252,0.588512241054614
12-07-2021,1.206997322314499,0.7275512157763737
13-07-2021,0.796705151576531,0.9762847369027944
14-07-2021,1.0223220433145457,0.885796707958595
15-07-2021,1.2858654319565055,1.137827393731215
16-07-2021,1.4095193626521143,1.4129459091060208
17-07-2021,1.2749339248438505,1.0914894712454306
18-07-2021,1.892066872795261,1.324850561051491
19-07-2021,2.3257641235169326,2.230762020807948
20-07-2021,1.6268489517843672,1.7597372125762554
21-07-2021,1.811592661752383,1.2190242471124864
22-07-2021,2.300958239678221,2.1225314881044937
23-07-2021,2.1642434826519663,1.7319043181112146
24-07-2021,1.9851001625928344,1.4617063391361722
25-07-2021,2.6849246828528246,1.9615429256780283
26-07-2021,3.532131403900416,2.951414068165337
27-07-2021,1.8694447889536563,2.5329216810534936
28-07-2021,2.292411217360508,1.370070014607364
29-07-2021,2.745228880288269,2.3852676548643927
30-07-2021,2.67449471889319,2.473865947684594
31-07-2021,2.4590349618666467,1.6197981046559538
01-08-2021,3.1717741310554897,1.7490494296577948
01-08-2021,3.1717741310554897,1.7490494296577948
02-08-2021,3.833074991288466,4.202064492555038
03-08-2021,2.3102341704852685,1.6472049689440993
04-08-2021,3.057270519309565,2.00411628505274
05-08-2021,3.4067295867161107,2.413436973419579
06-08-2021,2.6972455314992008,1.200076600634083
07-08-2021,2.3487135161622934,1.314825525351841
08-08-2021,2.8180294922633173,1.6743681898568088
09-08-2021,4.083061129258049,3.203678576812905
10-08-2021,2.33117973577757,1.2566316446478727
11-08-2021,3.029051595599007,1.5170793775080749
12-08-2021,3.3507090874733256,1.3628819225284616
13-08-2021,3.2857915790780803,1.971614883007288
14-08-2021,2.8298544128878844,1.4637359420360567
15-08-2021,3.5208553490395973,1.6362350520766362
16-08-2021,4.963456316450737,2.716072428598096
17-08-2021,2.214866868565524,0.9900060995636466
18-08-2021,3.163106221541098,1.8612657683100675
19-08-2021,3.5152107916002926,1.7513030528667164
20-08-2021,3.273874265825538,1.368452429341788
21-08-2021,2.9269095439976804,1.883735061778408
22-08-2021,3.3741789573826897,1.3996267661956812
23-08-2021,4.112846725412222,3.203949278869422
24-08-2021,2.2821000127701447,1.0284463894967175
25-08-2021,3.088126994517633,2.022928110819202
26-08-2021,3.269314354014995,2.07683419988446
27-08-2021,2.9478680126563206,1.80668003019811
28-08-2021,2.337595071286427,1.8919984233346472
29-08-2021,2.67116717319778,1.5271493212669682
30-08-2021,3.876943252916587,2.9743589743589745
31-08-2021,1.787136388606274,1.266455228743972
01-09-2021,2.1411379672524093,1.5011622602159411
02-09-2021,2.3069809975193385,1.9662201514269075
03-09-2021,2.2723132047207435,1.537533188510741
04-09-2021,1.8581560283687943,1.314395174437561
05-09-2021,2.046151003249203,1.4628915724169624
06-09-2021,2.500874301488917,2.1038083538083536
07-09-2021,1.480250262650338,1.20253295105299
08-09-2021,1.9613881714020795,1.5592860460487028
09-09-2021,1.894547600422688,1.3891073019866855
10-09-2021,1.9651922189436,1.4272517321016167
11-09-2021,1.55599701564986,1.2150123335983527
12-09-2021,1.744477442231016,1.1802330008375848
13-09-2021,2.3324586613353326,2.0464135021097047
14-09-2021,1.262111848031815,0.9097882132356074
15-09-2021,1.5204648907972524,1.197536496350365
16-09-2021,1.6707643983844165,1.1518442661455497
17-09-2021,1.5995558351108128,0.9975008617718027
18-09-2021,1.2861971213683474,1.0179470135789574
19-09-2021,1.4561541292479063,0.8526387294745965
20-09-2021,1.9658447742177865,1.7022225525905004
21-09-2021,1.02248126561199,0.8473005043013943
22-09-2021,1.3555409871889426,1.1638275980336117
23-09-2021,1.2629293991055934,0.9410421248519708
24-09-2021,1.321674840838604,0.9893894912041424
25-09-2021,0.9860388093686274,0.6709014345871102
26-09-2021,1.1219277317799878,0.7263199025444181
27-09-2021,1.4281454258242865,1.4440721238232008
28-09-2021,0.8820270370096772,0.673207763374633
29-09-2021,1.0871478277351312,0.5782857142857143
30-09-2021,1.231721690476499,1.034407188253342
01-10-2021,1.1602588348343437,0.8254884337007427
02-10-2021,0.9306089419380944,0.7753647777400746
03-10-2021,1.0379073996363128,0.6239512183592919
04-10-2021,1.3189978234899438,1.1985961194622872
05-10-2021,0.7651683928981451,0.6876172074785475
06-10-2021,1.071997826180606,0.8597172852773415
07-10-2021,0.9880412703964272,0.6996792301523657
08-10-2021,1.1131732249250643,0.7905323229488259
09-10-2021,0.7965933170806652,0.6798096532970768
10-10-2021,0.8435662336508125,0.4928926638207983
11-10-2021,1.320833623754095,1.3318534961154274
12-10-2021,0.7910303376310323,0.7046896892771779
13-10-2021,0.993744286508093,0.7553066805573643
14-10-2021,0.8218992403285132,0.5959496832902133
15-10-2021,0.5398750699051267,0.4067264467331066
16-10-2021,0.6312759901382966,0.4977488744372186
17-10-2021,0.6395469372866099,0.4803767064765413
18-10-2021,0.7263118638517724,0.5371499861380649
19-10-2021,0.4074018126888217,0.2062217234244029
20-10-2021,0.7623354399490953,0.5436146190516016
21-10-2021,0.6602038383701283,0.404186868458018
22-10-2021,0.7967685922933881,0.4707074201279929
23-10-2021,0.7949972944053184,0.5295419520051912
24-10-2021,0.922680603891359,0.5382378795050375
25-10-2021,1.1399150122535242,0.7496251874062968
26-10-2021,0.6336899858537386,0.3779590212850606
27-10-2021,0.9822603524003212,0.6479611463743028
28-10-2021,0.8531827785424356,0.4576865207715802
29-10-2021,1.1236830687184327,0.6324521730718069
30-10-2021,1.021887412224103,0.6555518588345471
31-10-2021,1.2925150641117171,2.0449035522293664
01-11-2021,1.9205997614585109,3.006894260320625
02-11-2021,1.188987808050211,2.1352313167259784
03-11-2021,0.7232567184944885,0.3791298944649948
04-11-2021,1.147428535896733,0.8113455735240475
05-11-2021,1.2447231760683384,0.784205002277363
06-11-2021,1.374902939657941,1.011250654107797
07-11-2021,1.339095753856628,0.9244509440367692
08-11-2021,1.6847640647893545,1.4463640016070711
09-11-2021,0.9341958744844654,0.720169643585352
10-11-2021,1.6182749611376115,1.105070743519134
11-11-2021,1.438205339939444,0.961375382720237
11-11-2021,1.438205339939444,0.961375382720237
13-11-2021,1.5811359232823374,1.222600171707402
14-11-2021,1.698635301721526,1.121428480196186
15-11-2021,2.067316387018989,2.2488945041061275
16-11-2021,1.1242715894320223,0.992066572479856
17-11-2021,1.891532546744396,1.6841339326581148
18-11-2021,1.6999747512680297,1.368646636442031
19-11-2021,1.9719837662944883,1.3412505096333776
20-11-2021,2.010222472738913,2.0633782467706205
21-11-2021,1.993188382887608,1.5015301080006191
22-11-2021,2.393392383301566,2.567810867447832
23-11-2021,1.457607938718663,1.318596082993989
24-11-2021,2.2129581070390487,2.131534793359237
25-11-2021,2.117544977061468,1.687384635488982
26-11-2021,2.4562977852758534,2.2264018895984603
27-11-2021,2.157320011124179,1.998600128636828
28-11-2021,2.5228641882822984,2.3401146453860853
29-11-2021,2.8894927536231885,3.737737856045385
30-11-2021,1.7728467218169595,1.7055259908586118
