regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.2876386687797148,1.937984496124031,0,-2,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Basilicata,4.625199362041467,5.114638447971782,0,3,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Calabria,3.4233365477338475,4.836512261580381,1,-1,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Campania,1.8582156039200712,3.176675369886858,0,-9,1,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Emilia-Romagna,1.7398775641714102,3.3623127684089242,-2,4,1,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Friuli Venezia Giulia,0.7487588508179377,0.9784493435719593,0,-1,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Lazio,2.0313942751615883,5.006720430107527,0,18,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Liguria,1.7532674529805548,3.3752684872660326,0,2,1,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Lombardia,1.5217743241055528,1.1368189102564104,-3,-4,3,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Marche,2.428476380572189,3.1290184312044578,1,0,1,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Molise,2.2488755622188905,2.2488755622188905,0,0,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
P.A. Bolzano,0.907258064516129,4.0358744394618835,0,-2,1,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
P.A. Trento,2.532391048292108,2.73109243697479,0,1,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Piemonte,1.025562528700444,2.1487603305785123,0,-7,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Puglia,1.9038487878372825,3.3373063170441,-1,-2,5,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Sardegna,2.568910556909807,7.786302926967888,1,-11,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Sicilia,3.8639876352395675,8.930021107322617,-1,9,9,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Toscana,2.6722556981922976,4.020313161235717,-2,8,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Umbria,1.871202916160389,4.0062434963579605,0,0,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Valle d'Aosta,0.25252525252525254,1.0309278350515463,0,0,0,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
Veneto,1.2190242471124864,3.7578415250624277,-1,-4,-1,1.811592661752383,3.4239434799465815,-0.3333333333333333,0.09523809523809523,1.0
