Data,Positivi su totale tamponi molecolari in Italia,Positivi su totale tamponi molecolari in Veneto,ingressiTerapiaIntensivaInItalia,ingressiTerapiaIntensivaInVeneto,ingressi non terapia intensiva in Italia,ingressi non terapia intensiva in Veneto,Morti media regionale,Morti Veneto,Letalita italiana,Letalita Veneta
24-02-2020,5.111008325624422,1.4545454545454546,1.2380952380952381,4,4.809523809523809,12,7.0,1,3.056768558951965,3.0303030303030303
25-02-2020,2.1632937892533146,0.6329113924050633,0.42857142857142855,3,0.9886621315192744,0,0.14285714285714285,0,3.1055900621118013,2.3255813953488373
26-02-2020,8.091286307053942,2.5,0.047619047619047616,1,0.6938775510204082,4,0.09523809523809523,1,3.0,2.816901408450704
27-02-2020,10.300782859497321,3.1645569620253164,0.9523809523809523,0,6.664399092970522,3,0.23809523809523808,0,2.6153846153846154,1.8018018018018018
28-02-2020,6.465634338494974,3.2,0.38095238095238093,1,4.954648526077098,5,0.19047619047619047,0,2.364864864864865,1.3245033112582782
29-02-2020,8.091706001348618,3.21285140562249,1.9523809523809523,2,4.600907029478458,0,0.38095238095238093,0,2.5709219858156027,1.0471204188481675
01-03-2020,22.952149229521492,18.1360201511335,1.6666666666666667,2,12.90702947845805,27,0.23809523809523808,0,2.0070838252656436,0.7604562737642585
02-03-2020,15.419296663660957,1.3774104683195592,1.2380952380952381,1,6.063492063492063,2,0.8571428571428571,0,2.5540275049115913,0.7326007326007326
03-03-2020,18.558343289526086,8.629441624365482,3.0,5,16.84580498866213,-4,1.2857142857142858,1,3.1574740207833734,0.9771986970684039
04-03-2020,14.74503893494097,15.634218289085545,3.142857142857143,4,17.857142857142858,27,1.3333333333333333,3,3.463904176108773,1.6666666666666667
05-03-2020,30.455445544554454,3.2775453277545328,2.6666666666666665,1,23.65986394557823,16,1.9523809523809523,4,3.83618455158113,2.457002457002457
06-03-2020,19.46459844883663,7.5418994413407825,5.285714285714286,3,33.920634920634924,25,2.3333333333333335,2,4.249352890422778,2.459016393442623
07-03-2020,21.86568472733649,3.9118065433854907,5.0,14,16.98639455782313,6,1.7142857142857142,1,3.9605643379228286,2.394106813996317
08-03-2020,18.946031746031746,8.529214237743451,3.9523809523809526,6,46.857142857142854,23,6.333333333333333,5,4.96271186440678,2.6865671641791047
09-03-2020,46.207251221393676,194.73684210526315,3.9523809523809526,4,39.90702947845805,40,4.619047619047619,2,5.04797208896642,2.6881720430107525
10-03-2020,14.087959625090123,16.302765647743815,6.857142857142857,16,41.049886621315196,18,8.0,6,6.217361316385851,3.0373831775700935
11-03-2020,18.663761801016705,3.510615934412445,7.190476190476191,1,44.95918367346938,58,9.333333333333334,3,6.636173968865351,2.8347996089931575
12-03-2020,20.61911799019989,17.713444553483807,5.9523809523809526,17,44.276643990929706,98,9.0,3,6.722689075630252,2.3121387283236996
13-03-2020,22.192210507972465,9.365290723479804,8.333333333333334,22,45.002267573696145,6,11.904761904761905,10,7.168742921857304,2.633228840125392
14-03-2020,29.934942646807052,26.532195500387896,9.047619047619047,12,53.6984126984127,0,8.333333333333334,13,6.810984544122513,2.839442436757873
15-03-2020,22.824082904189712,4.2220625224577795,7.333333333333333,10,68.37868480725623,60,17.523809523809526,8,7.309976966905079,2.9005524861878453
16-03-2020,24.74929189313328,12.011173184357542,8.523809523809524,27,73.03174603174604,72,16.61904761904762,6,7.7126518942101505,2.7901334411645773
17-03-2020,32.96867695184666,54.225352112676056,9.952380952380953,15,98.54648526077096,50,16.428571428571427,11,7.9445185044118585,2.9585798816568047
18-03-2020,24.917081260364842,9.50960283423457,9.380952380952381,24,78.859410430839,98,22.61904761904762,14,8.338700193206956,2.924704418170504
19-03-2020,30.877233696913436,7.07361802462667,11.476190476190476,14,77.41043083900227,125,20.333333333333332,21,8.29779456561472,3.3008036739380024
20-03-2020,24.828902069766478,11.81425485961123,7.476190476190476,27,19.453514739229025,72,29.857142857142858,16,8.574892069500862,3.2498139419498884
21-03-2020,24.8974787363305,13.458888378502527,9.619047619047619,13,89.64399092970523,99,37.76190476190476,15,9.00556198439658,3.1622265540394197
22-03-2020,22.081016679904685,12.534127575080666,7.238095238095238,6,108.58956916099773,171,31.0,23,9.259697656329264,3.299492385786802
23-03-2020,28.061643032930974,11.120789779326365,9.285714285714286,26,49.22675736961452,93,28.61904761904762,23,9.506155458569932,3.4877384196185286
24-03-2020,24.418496464458503,8.749753110803871,9.142857142857142,23,67.98639455782313,112,35.38095238095238,24,9.858910604834046,3.6314727639542705
25-03-2020,18.95855318219861,10.512875079804214,4.428571428571429,12,59.945578231292515,89,32.523809523809526,42,10.086575430860647,4.004967401428128
26-03-2020,16.80458828349037,5.550551677550101,5.857142857142857,10,83.78911564625851,40,31.523809523809526,29,10.137945591576752,4.138428262436914
27-03-2020,18.047184954117327,14.52947259565667,5.714285714285714,12,66.19727891156462,89,46.142857142857146,26,10.559781729057319,4.1750033346672
28-03-2020,16.853330324145908,7.526507908917087,5.904761904761905,6,36.4421768707483,23,42.333333333333336,49,10.838956657150273,4.564943253467844
29-03-2020,21.290401567091088,7.9200592153960025,2.380952380952381,11,35.909297052154194,27,36.0,30,11.03399563922243,4.690117252931323
30-03-2020,17.360366925286126,7.097149505526469,3.5714285714285716,1,22.93424036281179,47,38.666666666666664,21,11.392877854116907,4.7340669417698304
31-03-2020,13.688405552365834,6.844529140860727,2.0,0,20.73469387755102,47,39.857142857142854,64,11.747580157289777,5.210267613326051
01-04-2020,13.878972572921201,7.221880762138906,0.5714285714285714,-6,10.523809523809524,38,34.61904761904762,22,11.897010147050844,5.184415584415585
02-04-2020,11.725991609937452,6.416688671771851,0.8571428571428571,-5,7.353741496598639,-48,36.19047619047619,33,12.074590860970826,5.261596281277816
03-04-2020,11.873009296423854,5.721231766612642,0.7142857142857143,-10,10.244897959183673,44,36.476190476190474,40,12.25182972118137,5.466360856269113
04-04-2020,12.856187290969899,5.294896308280629,-3.5238095238095237,-11,9.251700680272108,-23,32.42857142857143,35,12.325887412542524,5.60790835181079
05-04-2020,12.606244706019803,5.274898307308752,-0.8095238095238095,5,-3.546485260770975,-17,25.0,24,12.320470267084406,5.620880099768395
06-04-2020,11.889266955171616,6.731126812941614,-3.761904761904762,-7,-2.437641723356009,40,30.285714285714285,31,12.465766860057187,5.712806351397998
07-04-2020,9.014326817548127,4.645712710228839,-5.0476190476190474,-25,-17.15419501133787,-135,28.761904761904763,33,12.631835145221483,5.828092243186583
08-04-2020,7.422600619195046,4.997424008243174,-4.714285714285714,-12,-15.569160997732427,-25,25.80952380952381,41,12.673035819311156,5.930701047542304
09-04-2020,9.090909090909092,6.371056157875502,-4.190476190476191,-11,-8.061224489795919,-24,29.047619047619047,20,12.726804339047249,5.845511482254698
10-04-2020,7.3857369847649315,5.279099956728689,-5.142857142857143,-17,-12.419501133786847,-9,27.142857142857142,37,12.772315469212682,5.9086506221593025
